201208172_T-13-45-09_Dive_01_082.jpg
x,y,label
82,62,4
100,84,4
278,527,3
20,347,4
164,723,3
200,907,3
92,1103,4
148,1017,4
356,1337,5
209,1239,5
576,172,3
702,139,4
475,552,3
615,461,3
469,642,3
449,844,3
565,1132,3
485,1043,3
692,1365,3
636,1343,3
1004,160,4
857,102,4
1055,582,5
1121,461,5
841,736,1
1093,854,5
1210,1080,5
971,1027,3
899,1228,3
993,1523,3
1366,133,3
1508,117,3
1466,583,4
1378,417,4
1338,684,1
1386,816,3
1346,1034,5
1546,1083,3
1612,1351,5
1432,1411,2
1796,132,1
1965,154,5
1787,517,3
1776,375,3
1761,900,3
1750,831,3
1774,1145,3
1776,1158,3
1902,1415,4
1736,1367,5
112,25,4
95,11,4
117,0,4
38,72,4
5,72,4
66,45,4
23,58,4
12,21,4
78,81,4
51,22,4
16,73,4
32,125,4
44,28,4
148,25,4
105,80,4
77,45,4
50,30,4
69,1,4
133,19,4
181,17,4
353,526,3
387,519,3
397,557,3
371,464,3
314,554,3
279,543,3
374,511,3
282,478,3
351,527,3
271,553,3
0,313,4
61,308,4
25,412,4
2,434,4
137,293,4
107,268,4
73,323,4
142,325,4
72,320,4
18,362,4
99,711,3
156,694,3
193,683,3
145,715,3
168,709,3
122,654,3
159,688,3
142,765,3
152,714,3
137,673,3
196,929,3
174,927,3
164,912,3
161,941,3
95,973,3
83,913,3
76,1003,3
104,960,3
95,990,3
77,950,3
104,1078,4
136,1023,4
111,1126,4
81,1012,4
116,1069,4
148,1020,4
97,1067,4
98,1033,4
130,1143,4
123,1039,4
152,1111,4
121,1025,4
165,1124,4
133,1110,4
129,1090,4
88,1082,4
122,1123,4
137,991,4
142,1113,4
128,1153,4
453,1304,5
448,1281,5
461,1349,5
406,1303,5
579,1272,5
457,1249,5
381,1287,5
375,1273,5
578,1271,5
424,1322,5
199,1258,5
169,1284,5
226,1274,5
229,1298,5
154,1337,5
235,1293,5
196,1304,5
242,1347,5
156,1264,5
236,1315,5
652,166,3
599,106,3
606,109,3
621,141,3
586,120,3
587,97,3
618,212,3
628,204,3
618,236,3
579,180,3
740,92,4
751,154,4
754,54,4
762,74,4
787,89,4
738,77,4
782,85,4
731,113,4
734,177,4
787,115,4
496,516,3
495,512,3
543,454,3
476,542,3
494,413,3
449,398,3
495,452,3
505,481,3
532,471,3
465,377,3
680,462,3
688,534,3
656,495,3
635,358,3
629,344,3
633,445,3
617,492,3
625,485,3
671,520,3
662,407,3
470,639,3
456,712,3
477,565,3
545,581,3
479,674,3
526,645,3
559,568,3
527,609,3
537,590,3
435,679,3
452,820,3
534,936,3
409,976,3
474,873,3
502,828,3
485,848,3
495,917,3
491,918,3
478,857,3
462,864,3
496,1071,3
576,1120,3
481,1081,3
608,1125,3
562,1046,3
588,1163,3
575,1212,3
609,1153,3
629,1105,3
544,1107,3
328,984,3
503,997,3
490,1013,3
561,997,3
445,961,3
322,990,3
471,1030,3
435,1013,3
477,924,3
461,934,3
697,1411,3
598,1324,3
683,1327,3
643,1348,3
681,1361,3
696,1311,3
652,1460,3
638,1491,3
626,1441,3
529,1390,3
663,1415,3
585,1351,3
681,1338,3
736,1368,3
713,1343,3
743,1456,3
708,1488,3
664,1498,3
671,1513,3
733,1478,3
944,113,4
1002,157,4
1000,126,4
952,115,4
911,165,4
930,190,4
957,93,4
985,170,4
1013,154,4
1008,145,4
817,87,4
833,92,4
859,152,4
851,68,4
869,169,4
887,134,4
879,102,4
861,141,4
770,164,4
827,144,4
1055,474,5
1073,600,5
990,504,5
1089,596,5
1025,527,5
986,491,5
1079,568,5
1046,578,5
1023,507,5
1046,475,5
1150,443,5
1105,473,5
1101,490,5
1167,508,5
1203,594,5
1114,456,5
1066,460,5
1163,485,5
1167,529,5
1186,534,5
768,737,1
881,759,1
685,675,1
670,711,1
766,732,1
815,706,1
857,691,1
875,748,1
702,657,1
800,671,1
1079,945,5
1122,910,5
1124,972,5
1127,930,5
1100,916,5
1108,886,5
1145,880,5
1098,878,5
1098,888,5
1093,853,5
1216,1081,5
1184,1069,5
1208,1222,5
1194,1068,5
1217,1122,5
1211,1200,5
1214,1065,5
1191,1062,5
1203,1189,5
1207,1183,5
995,1081,3
932,1101,3
971,1022,3
1015,1100,3
1028,1039,3
990,1130,3
959,1132,3
1019,1015,3
990,1129,3
935,1080,3
925,1143,3
889,1163,3
942,1268,3
907,1135,3
842,1169,3
906,1242,3
833,1223,3
945,1322,3
902,1096,3
867,1146,3
996,1509,3
1016,1520,3
969,1429,3
1025,1467,3
1051,1521,3
992,1489,3
995,1431,3
963,1471,3
974,1503,3
1030,1423,3
1384,177,3
1362,155,3
1386,185,3
1375,144,3
1371,132,3
1376,167,3
1358,128,3
1344,179,3
1319,150,3
1399,170,3
1575,84,3
1513,194,3
1637,131,3
1564,227,3
1576,97,3
1638,142,3
1545,192,3
1629,124,3
1520,211,3
1540,147,3
1560,586,4
1427,635,4
1478,535,4
1458,613,4
1488,614,4
1457,646,4
1455,515,4
1469,534,4
1451,608,4
1442,637,4
1356,499,4
1379,460,4
1391,479,4
1312,418,4
1434,490,4
1460,480,4
1315,424,4
1411,500,4
1403,433,4
1387,483,4
1318,787,1
1304,746,1
1316,778,1
1334,709,1
1277,734,1
1279,750,1
1322,762,1
1276,752,1
1336,749,1
1321,690,1
1323,846,3
1346,756,3
1404,756,3
1357,777,3
1405,803,3
1352,725,3
1322,805,3
1401,809,3
1385,787,3
1325,738,3
1351,1034,5
1369,1065,5
1396,932,5
1389,989,5
1383,908,5
1363,1079,5
1395,1028,5
1430,961,5
1386,1045,5
1370,985,5
1561,1062,3
1563,1039,3
1566,1139,3
1560,1036,3
1540,1075,3
1554,1086,3
1527,1027,3
1583,1093,3
1535,1021,3
1572,1043,3
1666,1408,5
1629,1365,5
1693,1394,5
1641,1341,5
1679,1363,5
1674,1410,5
1665,1439,5
1616,1389,5
1659,1449,5
1649,1344,5
1424,1361,2
1409,1415,2
1405,1407,2
1434,1436,2
1384,1449,2
1389,1441,2
1446,1440,2
1448,1434,2
1410,1448,2
1464,1395,2
1735,120,1
1763,123,1
1780,131,1
1770,106,1
1751,164,1
1707,184,1
1789,93,1
1695,140,1
1776,182,1
1692,87,1
1978,104,5
2026,184,5
1989,152,5
1963,153,5
2027,149,5
2007,139,5
2022,126,5
1989,128,5
1963,162,5
1953,126,5
1754,572,3
1828,548,3
1784,586,3
1804,554,3
1762,503,3
1756,529,3
1780,533,3
1738,521,3
1742,562,3
1750,538,3
1800,386,3
1830,314,3
1795,299,3
1841,351,3
1817,362,3
1928,351,3
1856,322,3
1826,341,3
1824,297,3
1871,375,3
1756,852,3
1778,859,3
1736,871,3
1775,893,3
1772,893,3
1861,903,3
1726,935,3
1781,862,3
1750,883,3
1813,915,3
1696,882,3
1665,812,3
1688,836,3
1688,916,3
1675,831,3
1687,901,3
1726,817,3
1624,921,3
1707,890,3
1648,887,3
1783,1128,3
1825,1041,3
1784,1044,3
1727,1099,3
1754,1082,3
1806,1041,3
1784,1060,3
1836,1056,3
1750,1109,3
1738,1128,3
1807,1159,3
1833,1182,3
1796,1218,3
1830,1228,3
1804,1147,3
1802,1145,3
1799,1203,3
1804,1166,3
1762,1199,3
1805,1137,3
1802,1364,4
1837,1364,4
1826,1371,4
1853,1348,4
1832,1377,4
1840,1394,4
1897,1394,4
1838,1366,4
1870,1355,4
1834,1419,4
1739,1404,5
1748,1367,5
1723,1421,5
1772,1347,5
1736,1394,5
1758,1420,5
1803,1386,5
1768,1389,5
1792,1401,5
1800,1406,5
