201208172_T-13-53-51_Dive_01_099.jpg
x,y,label
219,131,3
13,48,3
46,358,3
398,560,4
34,834,4
409,914,4
30,1093,4
226,925,4
145,1489,4
28,1243,4
605,306,5
593,59,2
743,431,4
475,511,4
423,769,4
798,676,4
653,1026,4
501,1026,4
532,1458,4
532,1239,4
1019,148,3
1025,288,3
1074,342,3
857,422,4
933,872,4
927,905,4
1163,1057,4
1099,1020,4
892,1341,4
956,1397,3
1415,93,3
1554,240,3
1409,600,5
1376,601,5
1578,843,4
1555,731,4
1370,1187,4
1601,1185,4
1236,1306,4
1362,1415,3
1798,231,3
1910,284,3
1785,481,4
1908,485,5
1774,763,4
1815,766,4
1804,1151,4
1939,1108,4
1841,1525,4
1967,1249,4
152,102,3
367,167,3
166,221,3
161,221,3
204,113,3
134,161,3
208,109,3
146,128,3
179,89,3
177,120,3
30,26,3
66,120,3
102,5,3
113,43,3
105,57,3
111,40,3
117,93,3
13,110,3
123,47,3
17,107,3
187,377,3
63,194,3
181,254,3
88,184,3
57,238,3
152,258,3
158,363,3
171,379,3
29,310,3
128,235,3
481,605,4
398,507,4
414,574,4
427,605,4
425,518,4
397,603,4
446,582,4
466,602,4
422,560,4
460,541,4
4,862,4
139,899,4
17,836,4
11,860,4
42,842,4
64,859,4
8,921,4
2,799,4
107,892,4
43,770,4
497,941,4
445,931,4
461,954,4
444,992,4
407,913,4
495,950,4
451,1006,4
397,965,4
494,941,4
486,988,4
80,1106,4
23,1068,4
52,1112,4
7,1090,4
51,1087,4
24,1077,4
48,1102,4
52,1134,4
47,1103,4
41,1106,4
293,959,4
239,962,4
292,989,4
282,989,4
258,981,4
240,914,4
226,962,4
254,1021,4
211,927,4
226,922,4
168,1479,4
93,1486,4
147,1463,4
112,1471,4
84,1427,4
83,1521,4
119,1514,4
186,1448,4
94,1480,4
120,1494,4
14,1263,4
14,1183,4
46,1194,4
26,1268,4
40,1197,4
28,1157,4
24,1199,4
51,1185,4
0,1214,4
37,1176,4
571,375,5
490,257,5
499,331,5
563,387,5
491,257,5
477,283,5
589,289,5
557,266,5
554,345,5
529,331,5
630,90,2
569,55,2
557,52,2
638,2,2
603,31,2
667,109,2
622,74,2
616,97,2
562,44,2
627,71,2
784,443,4
813,484,4
824,430,4
793,426,4
819,415,4
766,413,4
778,444,4
866,404,4
788,409,4
800,465,4
436,486,4
426,496,4
428,484,4
518,429,4
515,422,4
477,464,4
506,503,4
442,425,4
452,515,4
445,515,4
454,818,4
420,781,4
466,725,4
444,738,4
395,814,4
429,777,4
489,810,4
404,757,4
396,812,4
422,804,4
776,740,4
809,678,4
735,669,4
749,729,4
738,722,4
671,694,4
790,649,4
826,682,4
733,739,4
757,743,4
606,1053,4
502,1039,4
618,996,4
569,1024,4
621,1060,4
619,1049,4
594,1060,4
583,1025,4
658,1021,4
668,1039,4
637,1020,4
677,1038,4
540,1018,4
596,1060,4
606,1028,4
645,1036,4
667,1034,4
548,1044,4
567,1053,4
608,1045,4
577,1475,4
539,1501,4
516,1533,4
581,1472,4
527,1462,4
545,1511,4
578,1512,4
544,1520,4
504,1516,4
530,1447,4
578,1241,4
574,1332,4
587,1293,4
566,1229,4
624,1292,4
542,1255,4
590,1231,4
524,1268,4
559,1279,4
562,1290,4
1030,247,3
1011,148,3
1000,152,3
1030,232,3
1003,208,3
1040,238,3
988,181,3
977,143,3
983,165,3
980,196,3
1004,223,3
1005,164,3
1010,146,3
1064,305,3
1044,267,3
1007,186,3
999,234,3
979,190,3
1000,126,3
1021,305,3
1157,367,3
1043,297,3
1191,354,3
1110,367,3
1124,332,3
1074,366,3
1044,365,3
1097,346,3
1140,357,3
1122,331,3
845,441,4
852,435,4
849,447,4
904,449,4
856,501,4
854,408,4
898,418,4
844,474,4
846,491,4
901,454,4
964,890,4
959,897,4
959,941,4
974,870,4
974,835,4
1004,871,4
960,821,4
968,876,4
988,824,4
922,857,4
912,840,4
931,846,4
1024,878,4
947,836,4
947,901,4
1001,833,4
904,904,4
988,839,4
913,834,4
972,851,4
1185,1042,4
1182,1082,4
1135,1018,4
1223,1037,4
1231,992,4
1155,1059,4
1153,1039,4
1164,1009,4
1160,1083,4
1242,1010,4
1159,964,4
1096,981,4
1096,981,4
1095,978,4
1179,994,4
1112,1002,4
1106,1019,4
1091,985,4
1127,962,4
1132,1002,4
826,1352,4
823,1314,4
822,1349,4
901,1368,4
842,1415,4
904,1363,4
839,1386,4
858,1297,4
892,1397,4
829,1324,4
995,1525,3
1022,1436,3
1013,1407,3
1081,1508,3
1003,1502,3
957,1518,3
1038,1492,3
968,1485,3
994,1468,3
1033,1522,3
1444,116,3
1525,190,3
1549,125,3
1414,166,3
1437,175,3
1389,155,3
1508,156,3
1494,132,3
1508,160,3
1486,61,3
1522,288,3
1442,234,3
1458,266,3
1462,318,3
1445,228,3
1555,327,3
1463,318,3
1515,273,3
1543,345,3
1564,343,3
1444,661,5
1421,627,5
1452,584,5
1394,559,5
1391,636,5
1409,599,5
1364,608,5
1399,573,5
1441,587,5
1376,586,5
1410,648,5
1363,580,5
1419,572,5
1364,578,5
1374,631,5
1411,672,5
1377,642,5
1381,680,5
1442,661,5
1406,647,5
1559,925,4
1529,943,4
1577,895,4
1636,923,4
1528,908,4
1522,890,4
1554,905,4
1565,940,4
1537,953,4
1513,932,4
1462,712,4
1438,780,4
1523,718,4
1505,781,4
1459,710,4
1512,699,4
1499,749,4
1445,681,4
1481,741,4
1519,749,4
1424,1217,4
1345,1203,4
1357,1155,4
1423,1192,4
1314,1196,4
1320,1231,4
1428,1207,4
1312,1201,4
1366,1136,4
1358,1154,4
1634,1120,4
1696,1165,4
1620,1182,4
1689,1185,4
1563,1194,4
1566,1181,4
1646,1181,4
1642,1122,4
1605,1190,4
1654,1202,4
1237,1335,4
1267,1324,4
1326,1276,4
1277,1344,4
1287,1283,4
1328,1309,4
1179,1304,4
1325,1307,4
1231,1302,4
1215,1277,4
1290,1419,3
1374,1494,3
1385,1407,3
1331,1407,3
1397,1513,3
1367,1463,3
1328,1489,3
1429,1514,3
1378,1456,3
1365,1419,3
1776,233,3
1777,196,3
1834,216,3
1768,246,3
1807,236,3
1822,207,3
1807,186,3
1812,291,3
1799,190,3
1833,207,3
1867,223,3
1911,273,3
1911,219,3
1864,329,3
1894,325,3
1856,200,3
1833,300,3
1805,317,3
1871,342,3
1802,307,3
1748,491,4
1730,512,4
1752,573,4
1782,562,4
1741,553,4
1769,549,4
1752,533,4
1773,477,4
1749,550,4
1765,567,4
1951,414,5
1922,422,5
1915,423,5
1969,530,5
1950,466,5
1955,522,5
1933,441,5
1903,498,5
1943,469,5
1910,522,5
1861,827,4
1768,780,4
1799,752,4
1773,739,4
1867,802,4
1806,788,4
1790,759,4
1787,772,4
1849,830,4
1794,762,4
1792,736,4
1795,759,4
1795,736,4
1770,717,4
1854,712,4
1800,742,4
1842,767,4
1764,748,4
1806,751,4
1783,800,4
1781,1178,4
1850,1148,4
1819,1150,4
1868,1147,4
1785,1181,4
1750,1144,4
1812,1185,4
1810,1173,4
1784,1207,4
1797,1139,4
1946,1127,4
1951,1132,4
1958,1118,4
2011,1129,4
1959,1182,4
2004,1105,4
1996,1161,4
1970,1134,4
2021,1122,4
1996,1193,4
1802,1493,4
1799,1533,4
1866,1481,4
1848,1513,4
1854,1478,4
1800,1427,4
1784,1445,4
1873,1494,4
1794,1526,4
1787,1478,4
1965,1271,4
1985,1236,4
1953,1225,4
1921,1236,4
2009,1260,4
2011,1244,4
1980,1285,4
1988,1236,4
1960,1247,4
1981,1218,4
