201208172_T-14-24-06_Dive_01_128.jpg
x,y,label
152,134,3
402,300,4
63,545,4
374,388,4
268,769,4
211,669,4
369,933,5
288,1092,4
30,1470,5
69,1325,3
805,125,3
524,241,3
539,558,3
455,395,4
526,628,3
481,627,3
685,1045,5
583,1151,3
763,1241,3
770,1349,4
1054,265,3
1070,195,4
1083,536,3
1030,528,3
878,781,3
1081,709,4
1004,1166,3
883,1198,5
974,1236,4
936,1272,4
1566,78,4
1488,175,4
1419,418,4
1267,600,4
1347,828,4
1582,681,4
1296,951,4
1378,936,4
1244,1459,4
1345,1457,4
1672,245,4
2037,287,3
1638,375,4
2026,332,3
1879,874,3
1782,753,3
1701,944,0
1747,1138,4
1989,1289,3
1683,1347,4
209,103,3
180,26,3
200,111,3
90,6,3
136,65,3
126,120,3
140,37,3
111,6,3
166,79,3
147,58,3
417,228,4
422,261,4
350,296,4
340,231,4
428,246,4
344,269,4
303,255,4
444,267,4
410,322,4
302,232,4
34,523,4
28,497,4
1,447,4
102,538,4
55,546,4
82,529,4
131,540,4
2,524,4
51,509,4
108,497,4
332,348,4
351,376,4
302,390,4
288,349,4
305,402,4
349,349,4
329,300,4
386,387,4
404,391,4
354,375,4
168,801,4
160,756,4
236,815,4
188,796,4
215,761,4
209,809,4
249,793,4
218,806,4
227,797,4
227,768,4
248,723,4
167,624,4
168,609,4
212,671,4
136,628,4
223,678,4
130,604,4
159,704,4
206,661,4
108,664,4
413,1043,5
445,1010,5
328,948,5
299,928,5
366,914,5
375,933,5
353,928,5
296,925,5
356,901,5
337,879,5
360,1089,4
303,1085,4
432,1076,4
434,1111,4
394,1120,4
440,1073,4
395,1031,4
462,1116,4
340,1040,4
324,1094,4
18,1516,5
64,1485,5
49,1475,5
14,1387,5
93,1415,5
19,1409,5
120,1455,5
58,1431,5
107,1406,5
43,1452,5
43,1236,3
54,1316,3
62,1309,3
47,1253,3
25,1250,3
82,1253,3
80,1242,3
71,1255,3
44,1308,3
59,1215,3
768,117,3
787,115,3
814,101,3
781,120,3
808,106,3
869,132,3
820,188,3
825,128,3
833,133,3
780,119,3
593,278,3
478,286,3
528,315,3
596,310,3
499,273,3
447,288,3
511,324,3
450,272,3
450,273,3
538,326,3
555,451,3
483,530,3
614,458,3
489,434,3
609,431,3
520,426,3
483,419,3
529,525,3
532,532,3
602,474,3
422,407,4
467,403,4
496,359,4
436,411,4
440,319,4
479,393,4
456,404,4
452,391,4
435,368,4
435,389,4
470,578,3
509,631,3
487,696,3
508,645,3
519,683,3
477,547,3
490,650,3
490,667,3
513,618,3
499,662,3
530,639,3
484,624,3
474,612,3
501,583,3
470,574,3
508,624,3
435,612,3
474,644,3
498,605,3
497,694,3
592,1050,5
674,1005,5
630,1072,5
690,1098,5
615,1049,5
570,1049,5
680,1092,5
675,1055,5
616,1072,5
686,1088,5
532,1208,3
563,1075,3
539,1172,3
590,1159,3
523,1201,3
487,1243,3
566,1178,3
543,1176,3
526,1132,3
526,1153,3
723,1255,3
694,1183,3
645,1283,3
690,1189,3
682,1257,3
692,1304,3
679,1207,3
724,1192,3
736,1208,3
735,1218,3
709,1448,4
734,1395,4
729,1379,4
775,1402,4
717,1385,4
735,1415,4
743,1299,4
717,1407,4
774,1428,4
672,1361,4
1009,339,3
1046,389,3
1033,339,3
1053,307,3
1046,302,3
1030,314,3
1032,338,3
1016,321,3
1092,351,3
1113,375,3
1066,205,4
1084,141,4
1048,138,4
1018,189,4
1025,138,4
1077,184,4
1039,130,4
987,153,4
1019,134,4
1089,191,4
1138,470,3
1127,460,3
1062,484,3
1057,514,3
1156,462,3
1062,485,3
1108,428,3
1108,437,3
1045,485,3
1061,473,3
1107,508,3
1137,506,3
1092,439,3
1063,504,3
1073,450,3
1067,539,3
1160,468,3
1082,479,3
1129,489,3
1080,514,3
854,653,3
853,730,3
869,747,3
835,686,3
857,651,3
843,665,3
837,686,3
852,628,3
842,779,3
868,692,3
1053,677,4
1054,774,4
1122,677,4
1058,681,4
1057,769,4
1109,711,4
1037,697,4
1006,681,4
1122,691,4
1039,718,4
946,1163,3
949,1142,3
979,1133,3
1009,1136,3
996,1147,3
896,1186,3
978,1185,3
984,1132,3
948,1152,3
948,1148,3
861,1202,5
827,1219,5
837,1205,5
899,1324,5
909,1280,5
838,1278,5
920,1254,5
831,1292,5
871,1251,5
885,1178,5
997,1287,4
1003,1248,4
943,1331,4
1073,1283,4
1009,1282,4
938,1283,4
1008,1320,4
979,1295,4
923,1276,4
1017,1277,4
1041,1263,4
946,1332,4
991,1266,4
963,1320,4
949,1255,4
964,1306,4
1034,1251,4
981,1255,4
968,1225,4
931,1274,4
1509,4,4
1669,69,4
1583,76,4
1681,29,4
1668,83,4
1675,73,4
1724,18,4
1640,28,4
1665,94,4
1615,90,4
1527,184,4
1533,128,4
1495,103,4
1480,207,4
1496,102,4
1502,152,4
1502,182,4
1543,101,4
1486,117,4
1509,163,4
1420,449,4
1448,495,4
1365,493,4
1437,472,4
1452,454,4
1412,393,4
1445,399,4
1447,389,4
1408,418,4
1441,440,4
1296,578,4
1245,543,4
1266,494,4
1357,494,4
1291,517,4
1293,586,4
1337,564,4
1350,558,4
1304,577,4
1308,487,4
1242,765,4
1282,842,4
1294,790,4
1296,803,4
1379,776,4
1326,799,4
1318,768,4
1275,794,4
1284,783,4
1352,798,4
1566,679,4
1559,722,4
1542,697,4
1489,759,4
1629,727,4
1466,807,4
1579,713,4
1531,749,4
1583,794,4
1477,753,4
1310,874,4
1249,906,4
1270,959,4
1256,840,4
1291,849,4
1298,888,4
1328,928,4
1312,914,4
1344,918,4
1316,922,4
1366,972,4
1415,957,4
1384,970,4
1410,935,4
1458,908,4
1453,928,4
1480,901,4
1463,925,4
1498,951,4
1467,911,4
1240,1510,4
1242,1497,4
1270,1465,4
1310,1518,4
1316,1455,4
1289,1494,4
1289,1514,4
1346,1470,4
1335,1438,4
1220,1499,4
1255,1512,4
1348,1461,4
1255,1484,4
1318,1522,4
1268,1513,4
1339,1521,4
1232,1471,4
1313,1485,4
1254,1531,4
1317,1461,4
1711,166,4
1700,213,4
1712,233,4
1665,254,4
1689,209,4
1672,294,4
1666,205,4
1684,232,4
1669,238,4
1650,224,4
1956,244,3
2005,279,3
2004,242,3
1987,258,3
1977,203,3
1959,246,3
2047,262,3
1979,269,3
1966,237,3
2015,266,3
1680,347,4
1691,385,4
1712,330,4
1677,325,4
1673,314,4
1580,265,4
1614,368,4
1683,357,4
1611,392,4
1730,278,4
1993,357,3
1961,366,3
2000,371,3
1955,326,3
1997,401,3
2031,389,3
1963,414,3
1958,379,3
1967,332,3
2027,371,3
1901,826,3
1838,882,3
1819,918,3
1842,829,3
1931,889,3
1928,892,3
1918,828,3
1927,882,3
1846,895,3
1832,828,3
1771,784,3
1787,784,3
1771,749,3
1759,755,3
1674,824,3
1780,778,3
1751,805,3
1708,708,3
1712,715,3
1759,778,3
1723,976,0
1671,960,0
1701,939,0
1665,938,0
1702,1034,0
1668,986,0
1693,921,0
1686,983,0
1773,966,0
1698,978,0
1723,1175,4
1709,1111,4
1698,1137,4
1741,1191,4
