201208172_T-14-25-16_Dive_01_130.jpg
x,y,label
93,105,3
133,164,3
318,512,3
267,547,3
135,782,5
234,636,2
183,943,3
332,1210,4
132,1523,4
336,1335,3
697,35,3
779,68,3
577,419,3
661,535,4
711,703,4
467,896,1
479,994,3
539,924,3
455,1370,4
762,1311,4
875,98,3
902,200,3
1088,555,3
1080,454,4
1178,777,3
982,754,3
1215,996,3
1170,922,3
1166,1251,3
984,1467,4
1486,307,3
1261,177,3
1566,366,1
1616,388,3
1630,704,1
1283,833,3
1472,1193,4
1440,966,4
1424,1442,4
1452,1334,4
1929,209,4
2029,107,4
2024,591,0
1669,530,0
1960,682,4
1804,783,4
2028,1103,3
1849,998,4
1640,1404,4
1919,1375,4
78,139,3
71,30,3
57,29,3
116,47,3
95,168,3
84,74,3
33,61,3
104,87,3
124,98,3
86,148,3
231,242,3
216,243,3
153,192,3
182,196,3
255,247,3
261,177,3
211,206,3
213,221,3
163,270,3
162,250,3
329,498,3
327,521,3
331,553,3
327,469,3
280,446,3
331,468,3
260,496,3
294,517,3
262,463,3
325,527,3
358,569,3
372,539,3
302,552,3
291,569,3
270,557,3
272,561,3
380,587,3
274,570,3
275,573,3
245,548,3
53,824,5
6,748,5
104,756,5
36,813,5
69,771,5
86,837,5
81,848,5
100,790,5
134,834,5
85,709,5
264,660,2
223,647,2
296,699,2
276,640,2
228,649,2
310,690,2
310,692,2
251,624,2
245,656,2
326,662,2
137,861,3
6,858,3
76,887,3
43,851,3
98,858,3
212,982,3
72,950,3
127,892,3
131,914,3
112,873,3
403,1220,4
302,1209,4
321,1221,4
312,1229,4
396,1164,4
402,1191,4
398,1224,4
328,1245,4
360,1214,4
372,1209,4
266,1492,4
135,1516,4
239,1465,4
133,1498,4
182,1427,4
173,1461,4
229,1441,4
188,1533,4
160,1404,4
220,1463,4
375,1528,3
391,1492,3
415,1332,3
372,1393,3
408,1519,3
441,1498,3
329,1331,3
375,1363,3
436,1361,3
361,1490,3
732,101,3
699,52,3
681,8,3
713,13,3
753,67,3
737,13,3
789,29,3
718,81,3
684,22,3
746,20,3
807,125,3
829,140,3
778,193,3
775,108,3
789,115,3
830,99,3
843,91,3
736,144,3
765,67,3
781,83,3
647,393,3
576,341,3
