201208172_T-15-08-21_Dive_01_147.jpg
x,y,label
288,300,4
244,301,4
277,354,4
18,612,3
156,651,5
412,763,5
319,981,2
250,1070,3
357,1337,4
249,1413,4
677,245,4
439,245,4
717,426,4
517,586,4
452,742,3
738,738,4
804,939,4
424,966,3
807,1414,5
514,1370,3
1102,245,3
1063,170,3
1156,568,4
882,559,4
1220,680,3
962,821,3
1053,935,3
821,1040,4
1200,1354,3
1157,1278,3
1280,86,4
1490,66,4
1529,370,4
1341,500,4
1318,894,3
1322,676,3
1592,1034,3
1257,976,3
1426,1246,3
1313,1340,3
2024,124,5
1789,223,3
1766,446,3
1693,347,3
1788,716,2
1982,743,3
1653,1051,3
2004,1220,3
1976,1427,3
1996,1491,3
279,226,4
237,256,4
276,267,4
235,256,4
245,222,4
274,213,4
320,253,4
282,214,4
270,203,4
280,238,4
186,383,4
236,383,4
147,309,4
136,318,4
243,300,4
111,395,4
274,374,4
128,330,4
142,345,4
143,303,4
212,300,4
282,351,4
223,308,4
93,313,4
136,373,4
209,386,4
198,308,4
188,361,4
223,327,4
240,374,4
76,619,3
99,612,3
94,703,3
79,563,3
99,607,3
99,619,3
81,616,3
71,614,3
129,628,3
39,585,3
149,617,5
130,644,5
250,634,5
176,599,5
161,679,5
174,603,5
198,602,5
155,592,5
130,663,5
171,731,5
454,748,5
453,718,5
421,764,5
469,801,5
403,780,5
431,769,5
436,785,5
487,759,5
482,716,5
469,745,5
312,989,2
326,997,2
299,959,2
316,929,2
322,1032,2
375,928,2
309,929,2
290,965,2
384,974,2
358,986,2
221,1075,3
282,1021,3
236,1104,3
278,1022,3
264,1151,3
275,1001,3
242,1079,3
274,1144,3
294,996,3
275,1163,3
380,1341,4
397,1316,4
395,1289,4
329,1286,4
356,1307,4
308,1355,4
334,1372,4
426,1308,4
396,1356,4
295,1379,4
215,1344,4
241,1349,4
230,1405,4
220,1422,4
235,1336,4
284,1337,4
256,1428,4
218,1353,4
198,1390,4
215,1386,4
681,279,4
506,210,4
583,250,4
616,196,4
516,219,4
589,259,4
588,264,4
591,241,4
676,273,4
595,206,4
442,236,4
382,251,4
426,263,4
447,251,4
403,216,4
438,186,4
457,222,4
398,285,4
476,268,4
441,222,4
674,406,4
681,437,4
699,507,4
688,465,4
714,455,4
662,446,4
687,493,4
679,518,4
651,416,4
715,443,4
529,547,4
458,515,4
535,515,4
517,526,4
449,546,4
458,531,4
479,514,4
499,535,4
501,549,4
435,517,4
444,825,3
438,837,3
403,788,3
509,736,3
461,785,3
401,705,3
507,777,3
470,726,3
438,806,3
426,728,3
791,676,4
722,715,4
776,739,4
798,696,4
823,639,4
755,734,4
725,741,4
812,660,4
801,669,4
785,722,4
777,927,4
845,1021,4
911,944,4
851,1000,4
884,974,4
866,1056,4
779,959,4
819,954,4
878,1044,4
854,999,4
511,957,3
589,989,3
512,971,3
403,974,3
503,1008,3
454,989,3
418,1004,3
531,944,3
447,928,3
553,910,3
796,1527,5
760,1468,5
792,1512,5
818,1475,5
764,1452,5
845,1408,5
755,1501,5
764,1439,5
821,1418,5
698,1383,5
575,1419,3
536,1326,3
610,1362,3
602,1403,3
545,1387,3
525,1372,3
562,1342,3
520,1346,3
562,1320,3
518,1357,3
1027,309,3
1068,250,3
1048,293,3
1031,266,3
1007,218,3
1016,304,3
1024,278,3
1054,220,3
1028,284,3
1088,256,3
1057,181,3
1034,294,3
1002,191,3
999,207,3
1045,230,3
1019,195,3
1049,230,3
1090,286,3
1002,235,3
1063,285,3
1161,546,4
1197,553,4
1159,604,4
1193,485,4
1201,497,4
1183,541,4
1145,511,4
1181,460,4
1150,600,4
1202,531,4
792,553,4
794,538,4
764,536,4
829,501,4
814,576,4
816,509,4
855,517,4
837,542,4
785,542,4
810,513,4
1244,680,3
1249,721,3
1288,617,3
1282,616,3
1231,646,3
1196,620,3
1216,678,3
1261,718,3
1247,721,3
1242,712,3
847,879,3
836,892,3
995,770,3
848,934,3
955,862,3
962,783,3
987,858,3
838,884,3
848,950,3
958,776,3
1104,791,3
1065,821,3
1065,928,3
1074,926,3
1044,831,3
1107,881,3
1135,860,3
1069,839,3
1096,947,3
1128,870,3
810,1029,4
914,943,4
906,928,4
792,947,4
857,1039,4
896,1033,4
848,983,4
849,987,4
895,972,4
772,968,4
1147,1363,3
