201208172_T-13-51-38_Dive_01_094.jpg
x,y,label
210,13,5
159,199,3
83,380,2
185,546,3
290,814,2
383,719,3
289,1150,3
319,1100,3
70,1438,3
384,1426,2
661,204,5
422,301,5
787,532,5
423,455,3
556,868,5
652,810,5
661,1145,5
439,1154,2
632,1332,5
434,1435,5
849,194,3
941,34,5
877,549,3
1088,485,3
1111,765,3
829,752,5
892,1052,5
1224,1166,5
1047,1325,5
1004,1350,5
1383,154,2
1351,68,5
1242,341,3
1444,395,3
1315,708,2
1541,808,3
1606,939,3
1471,981,3
1265,1248,5
1583,1390,5
1752,115,3
1757,112,3
2006,378,3
1717,583,5
1659,823,2
1664,666,2
1829,1155,2
1700,1051,5
1972,1244,3
1831,1398,3
121,80,5
189,43,5
235,15,5
166,63,5
153,58,5
97,103,5
146,83,5
113,84,5
131,78,5
124,24,5
129,220,3
129,130,3
127,230,3
151,180,3
194,97,3
167,268,3
195,170,3
194,110,3
104,160,3
130,150,3
112,368,2
61,389,2
68,394,2
133,418,2
74,405,2
50,361,2
86,455,2
87,343,2
65,378,2
114,381,2
273,522,3
242,537,3
190,502,3
292,508,3
255,542,3
198,506,3
230,497,3
181,549,3
282,547,3
296,500,3
240,761,2
285,768,2
196,712,2
215,692,2
249,766,2
300,755,2
235,808,2
242,821,2
280,724,2
227,742,2
352,654,3
335,635,3
296,659,3
312,580,3
372,646,3
343,639,3
365,696,3
306,668,3
284,583,3
399,608,3
266,1158,3
245,1185,3
279,1213,3
229,1169,3
253,1206,3
279,1139,3
233,1183,3
215,1166,3
265,1156,3
195,1173,3
272,1054,3
214,1119,3
336,1085,3
256,1104,3
308,1072,3
241,1074,3
233,1100,3
231,1058,3
238,1119,3
219,1081,3
43,1399,3
48,1513,3
8,1513,3
75,1474,3
76,1499,3
39,1490,3
72,1494,3
41,1469,3
75,1483,3
24,1424,3
353,1529,2
411,1471,2
392,1531,2
361,1461,2
346,1509,2
331,1530,2
401,1425,2
389,1421,2
377,1524,2
353,1516,2
703,247,5
587,205,5
755,150,5
591,179,5
742,138,5
739,220,5
598,207,5
717,125,5
755,150,5
676,192,5
406,292,5
372,273,5
369,288,5
400,311,5
396,307,5
381,301,5
400,201,5
361,309,5
367,285,5
398,256,5
777,558,5
743,577,5
799,458,5
815,552,5
738,595,5
761,598,5
794,595,5
779,519,5
793,573,5
784,474,5
404,365,3
426,352,3
407,417,3
427,475,3
446,386,3
437,425,3
426,378,3
397,407,3
426,374,3
367,362,3
618,761,5
567,804,5
665,860,5
660,812,5
625,832,5
655,821,5
596,786,5
591,834,5
596,815,5
555,815,5
658,804,5
597,846,5
581,788,5
586,850,5
642,812,5
601,811,5
657,825,5
617,830,5
663,850,5
586,802,5
589,1195,5
668,1174,5
706,1175,5
685,1189,5
612,1210,5
700,1204,5
626,1126,5
655,1163,5
615,1230,5
643,1126,5
545,1208,2
549,1109,2
492,1226,2
534,1177,2
530,1162,2
504,1164,2
529,1183,2
459,1289,2
444,1240,2
405,1263,2
600,1378,5
638,1386,5
648,1332,5
621,1381,5
576,1361,5
583,1343,5
597,1391,5
638,1389,5
600,1410,5
588,1402,5
352,1521,5
387,1490,5
413,1467,5
388,1470,5
383,1448,5
372,1476,5
434,1467,5
395,1445,5
439,1435,5
407,1489,5
903,210,3
870,281,3
886,255,3
872,316,3
899,282,3
851,260,3
908,255,3
944,286,3
894,198,3
899,279,3
768,105,5
837,88,5
897,83,5
774,48,5
842,33,5
755,93,5
696,4,5
690,21,5
736,35,5
886,75,5
983,572,3
942,467,3
1016,535,3
994,523,3
948,491,3
1008,562,3
983,554,3
911,522,3
896,545,3
999,548,3
1124,445,3
1119,504,3
1071,464,3
1111,426,3
1132,483,3
1057,452,3
1143,393,3
1106,498,3
1068,460,3
1164,466,3
1050,739,3
1086,817,3
1083,758,3
1039,774,3
1065,743,3
1037,770,3
1119,789,3
1119,736,3
1089,709,3
1025,769,3
794,687,5
829,690,5
798,708,5
904,795,5
828,707,5
757,674,5
856,686,5
803,748,5
764,636,5
780,681,5
800,1080,5
849,1078,5
866,1122,5
849,1068,5
739,1035,5
815,1005,5
818,1091,5
811,1134,5
892,1062,5
832,1076,5
1076,1188,5
1094,1172,5
1177,1100,5
1111,1196,5
1235,1204,5
1313,1140,5
1125,1219,5
