201208172_T-12-50-10_Dive_01_025.jpg
x,y,label
1560,218,4
744,746,4
378,423,3
1404,548,4
256,344,3
1538,439,4
2023,26,4
1634,1248,0
1812,1002,0
1757,1473,1
1637,155,4
1165,787,4
1024,243,4
135,1099,4
865,17,4
1463,38,4
2031,865,3
1321,1275,3
137,238,3
1136,445,4
1715,1221,0
265,369,3
979,159,4
798,1047,4
671,1018,4
1137,1489,4
507,523,5
589,496,4
707,1098,4
1707,406,2
1829,555,4
506,686,4
1523,10,4
1178,938,4
801,204,4
716,1353,4
151,750,3
1300,754,4
329,499,3
823,906,4
142,1524,4
827,660,2
200,464,3
1291,931,4
1325,188,4
1723,854,4
478,616,4
1040,515,4
1645,204,4
1756,574,4
1527,235,4
1597,230,4
1504,204,4
1602,246,4
1495,224,4
1615,228,4
1568,267,4
1525,252,4
1513,222,4
1537,249,4
647,759,4
653,761,4
658,801,4
719,789,4
676,781,4
719,765,4
624,871,4
667,864,4
762,758,4
716,843,4
392,401,3
301,340,3
363,356,3
357,416,3
398,307,3
355,331,3
333,367,3
365,364,3
328,395,3
373,268,3
1365,529,4
1317,594,4
1318,548,4
1387,609,4
1314,588,4
1315,568,4
1351,538,4
1381,534,4
1380,542,4
1377,537,4
193,265,3
221,281,3
311,284,3
210,262,3
328,268,3
270,285,3
285,301,3
284,276,3
270,342,3
195,296,3
1596,507,4
1571,517,4
1614,463,4
1544,519,4
1569,445,4
1550,450,4
1533,546,4
1500,516,4
1529,463,4
1611,467,4
1926,10,4
1866,0,4
2033,23,4
2005,98,4
2029,93,4
1853,17,4
1972,31,4
2047,89,4
1978,35,4
1977,58,4
1691,1298,0
1716,1319,0
1676,1256,0
1682,1259,0
1613,1322,0
1644,1266,0
1661,1260,0
1620,1277,0
1616,1301,0
1683,1301,0
1848,924,0
1840,952,0
1782,951,0
1865,927,0
1862,1021,0
1832,947,0
1831,975,0
1815,1043,0
1809,990,0
1802,953,0
1755,1473,1
1861,1515,1
1823,1486,1
1843,1430,1
1813,1438,1
1805,1499,1
1838,1468,1
1835,1446,1
1778,1467,1
1729,1525,1
1740,194,4
1667,138,4
1622,190,4
1698,244,4
1694,238,4
1681,137,4
1686,153,4
1703,206,4
1739,192,4
1722,225,4
1168,839,4
1179,740,4
1173,821,4
1178,761,4
1194,812,4
1204,784,4
1149,803,4
1179,736,4
1171,814,4
1205,757,4
1036,243,4
1028,158,4
1052,199,4
1011,165,4
1108,237,4
1082,193,4
1100,237,4
1082,247,4
1023,218,4
1119,220,4
165,1131,4
227,1068,4
156,1035,4
171,1033,4
230,1068,4
97,1133,4
129,1101,4
175,1068,4
182,1068,4
154,1124,4
885,37,4
805,31,4
871,60,4
846,71,4
914,59,4
904,25,4
