201208172_T-14-19-32_Dive_01_120.jpg
x,y,label
222,77,4
47,261,4
127,596,4
12,373,4
373,711,2
276,674,3
269,1098,2
290,953,3
203,1344,4
196,1283,4
767,174,4
572,113,3
750,518,2
657,467,4
762,811,3
808,710,3
731,1175,3
755,1168,3
535,1248,4
809,1236,3
1142,154,4
960,196,4
1190,347,3
959,530,4
1192,881,4
905,741,4
966,963,4
1053,1128,3
1112,1414,3
1130,1307,3
1261,157,4
1352,297,4
1475,585,3
1354,345,4
1315,706,3
1510,723,2
1630,1098,1
1358,921,4
1341,1331,1
1607,1296,1
2002,37,4
1676,36,4
2000,368,3
2007,445,5
1977,724,3
1784,867,2
2016,974,3
1934,1049,3
1659,1394,1
2004,1423,3
262,4,4
223,55,4
252,5,4
331,11,4
292,97,4
221,41,4
192,79,4
179,117,4
239,21,4
294,76,4
39,253,4
24,274,4
73,203,4
105,238,4
72,220,4
55,232,4
6,246,4
4,231,4
24,271,4
17,217,4
43,673,4
13,731,4
61,652,4
112,635,4
74,681,4
69,645,4
105,633,4
74,663,4
72,637,4
120,586,4
26,360,4
70,372,4
118,316,4
65,355,4
40,321,4
21,326,4
74,368,4
95,321,4
32,343,4
55,293,4
425,673,2
346,729,2
496,656,2
358,716,2
470,677,2
375,647,2
436,648,2
361,639,2
349,653,2
374,670,2
274,660,3
249,579,3
286,663,3
237,597,3
267,616,3
291,660,3
290,614,3
256,683,3
286,601,3
239,682,3
293,1030,2
246,1003,2
310,1053,2
271,1081,2
306,1020,2
280,1020,2
279,1069,2
240,997,2
279,981,2
258,978,2
336,954,3
319,948,3
317,922,3
299,846,3
305,921,3
293,863,3
298,854,3
184,886,3
215,848,3
243,849,3
213,1388,4
315,1363,4
326,1344,4
296,1402,4
305,1354,4
218,1367,4
238,1429,4
236,1357,4
274,1313,4
327,1392,4
78,1462,4
130,1328,4
145,1363,4
184,1303,4
109,1356,4
77,1405,4
149,1401,4
82,1390,4
105,1387,4
169,1331,4
762,216,4
741,211,4
753,205,4
753,183,4
799,198,4
800,195,4
727,196,4
761,210,4
749,205,4
717,180,4
546,71,3
593,18,3
508,79,3
565,112,3
616,51,3
560,64,3
584,50,3
504,93,3
513,71,3
570,149,3
779,517,2
780,551,2
713,524,2
706,677,2
708,546,2
715,530,2
638,537,2
645,688,2
742,522,2
652,690,2
699,459,4
714,460,4
636,462,4
673,476,4
668,453,4
667,453,4
673,488,4
714,477,4
678,470,4
654,457,4
725,861,3
730,853,3
760,874,3
805,851,3
810,881,3
764,878,3
774,821,3
818,864,3
747,862,3
829,806,3
766,807,3
847,674,3
760,778,3
846,626,3
811,744,3
776,793,3
843,615,3
821,707,3
741,735,3
855,710,3
801,1261,3
766,1186,3
760,1138,3
787,1254,3
777,1240,3
836,1195,3
722,1133,3
762,1117,3
822,1266,3
737,1187,3
794,1253,3
782,1135,3
823,1207,3
798,1204,3
781,1213,3
706,1187,3
796,1151,3
756,1147,3
809,1266,3
720,1157,3
445,1273,4
407,1284,4
504,1284,4
462,1266,4
402,1284,4
513,1249,4
440,1204,4
463,1307,4
418,1217,4
542,1284,4
794,1234,3
790,1154,3
813,1216,3
737,1171,3
781,1233,3
778,1180,3
739,1196,3
805,1279,3
801,1209,3
759,1172,3
1107,139,4
1160,140,4
1116,128,4
1093,148,4
1037,145,4
1121,201,4
1145,193,4
1125,161,4
1044,145,4
1049,142,4
958,211,4
932,104,4
943,140,4
937,179,4
1031,184,4
937,163,4
917,157,4
950,183,4
949,146,4
1026,154,4
1191,377,3
1192,347,3
1168,364,3
1190,396,3
1168,320,3
1168,392,3
1198,318,3
1122,403,3
1179,365,3
1122,380,3
1041,421,4
1021,466,4
1012,478,4
1065,410,4
1008,428,4
948,460,4
977,473,4
1016,430,4
1020,431,4
1056,397,4
1109,858,4
1171,880,4
1180,843,4
1127,879,4
1167,858,4
1128,823,4
1094,849,4
1186,917,4
1122,892,4
1190,817,4
931,720,4
894,646,4
964,756,4
901,702,4
913,698,4
918,764,4
949,634,4
922,771,4
899,688,4
954,769,4
917,1000,4
943,891,4
976,951,4
999,991,4
833,1040,4
972,988,4
856,1001,4
944,953,4
955,976,4
940,988,4
1106,1120,3
1063,1172,3
1121,1102,3
1135,1090,3
1064,1112,3
1141,1075,3
1058,1176,3
1101,1132,3
1134,1074,3
1051,1135,3
1161,1462,3
1147,1295,3
1063,1449,3
1086,1380,3
1112,1401,3
1171,1342,3
1189,1313,3
1214,1326,3
1162,1364,3
1067,1397,3
1161,1309,3
1188,1390,3
1063,1263,3
1081,1382,3
1181,1435,3
1126,1420,3
1157,1415,3
1113,1308,3
1178,1308,3
1138,1299,3
1276,143,4
1179,149,4
1212,137,4
1205,142,4
1174,202,4
1236,123,4
1171,141,4
1174,223,4
1280,139,4
1169,228,4
1379,230,4
1352,172,4
1347,220,4
1379,262,4
1382,300,4
1345,189,4
1396,266,4
1341,174,4
1370,280,4
1402,238,4
1515,613,3
1482,575,3
1458,545,3
1479,523,3
1556,612,3
1436,544,3
1518,502,3
1426,564,3
1531,540,3
1522,518,3
1386,361,4
1356,376,4
1352,371,4
1394,346,4
1364,359,4
1345,332,4
1353,364,4
1364,361,4
1357,388,4
1409,320,4
1301,657,3
1313,588,3
1332,599,3
1328,578,3
1289,575,3
1323,643,3
1293,576,3
1263,598,3
1260,635,3
1252,647,3
1432,662,2
1445,727,2
1514,732,2
1493,720,2
1530,633,2
1493,760,2
1454,722,2
1435,665,2
1534,636,2
1479,638,2
1579,974,1
1629,1064,1
1610,1066,1
1584,1019,1
1726,1076,1
1676,1051,1
1631,1079,1
1653,1015,1
1635,1065,1
1558,993,1
1384,866,4
1349,838,4
1305,869,4
1305,867,4
1359,834,4
1323,802,4
1361,817,4
1382,883,4
1347,886,4
1383,888,4
1388,1318,1
1362,1337,1
1424,1255,1
1302,1338,1
1387,1355,1
1359,1325,1
1384,1335,1
1297,1305,1
