201208172_T-13-14-15_Dive_01_052.jpg
x,y,label
214,109,5
188,272,2
281,422,3
277,512,3
257,868,2
29,643,2
306,993,3
191,925,2
346,1426,5
12,1450,2
719,296,4
657,233,3
657,423,3
459,549,3
593,741,3
479,640,3
639,1038,3
491,1087,2
446,1371,5
574,1240,1
1125,83,3
1017,308,3
889,325,4
1086,419,4
996,655,4
1068,884,4
971,1134,4
1095,1164,4
974,1464,3
1225,1322,2
1557,78,2
1489,128,2
1529,548,3
1350,314,3
1259,918,4
1538,812,3
1394,1186,3
1514,995,3
1390,1397,3
1556,1262,3
1929,85,0
1635,15,5
1872,374,0
1889,506,2
1942,807,3
2012,739,3
1746,945,3
1981,1025,3
1742,1450,4
1976,1520,4
189,138,5
220,99,5
200,131,5
191,127,5
219,21,5
183,160,5
216,115,5
252,42,5
261,0,5
248,18,5
207,265,2
205,256,2
192,218,2
213,298,2
130,236,2
220,269,2
208,340,2
195,285,2
115,237,2
194,289,2
221,498,3
198,450,3
40,375,3
227,372,3
43,434,3
216,451,3
255,459,3
31,432,3
253,474,3
1,436,3
343,564,3
321,536,3
303,590,3
207,517,3
327,681,3
320,668,3
370,562,3
324,515,3
330,559,3
301,580,3
244,930,2
229,924,2
266,922,2
224,916,2
192,918,2
220,900,2
201,948,2
231,963,2
257,923,2
212,915,2
73,587,2
80,705,2
104,592,2
110,622,2
33,681,2
106,657,2
74,694,2
63,622,2
76,554,2
151,710,2
382,1066,3
334,895,3
348,886,3
385,844,3
334,937,3
381,865,3
391,990,3
334,842,3
364,911,3
397,884,3
256,887,2
234,852,2
218,906,2
259,854,2
228,900,2
218,889,2
257,867,2
244,954,2
235,953,2
200,954,2
392,1354,5
337,1433,5
327,1367,5
304,1375,5
337,1434,5
302,1371,5
306,1384,5
302,1386,5
343,1410,5
315,1424,5
5,1414,2
148,1515,2
16,1489,2
101,1502,2
127,1492,2
108,1473,2
64,1499,2
55,1529,2
103,1483,2
138,1526,2
781,345,4
636,358,4
686,260,4
583,309,4
788,347,4
706,330,4
605,331,4
709,381,4
714,351,4
657,340,4
606,146,3
662,134,3
612,195,3
584,137,3
723,196,3
612,169,3
704,144,3
678,135,3
697,88,3
698,95,3
687,405,3
613,432,3
678,407,3
662,463,3
701,397,3
654,429,3
659,455,3
686,410,3
725,460,3
728,449,3
414,608,3
425,624,3
449,518,3
409,597,3
466,565,3
405,626,3
434,609,3
464,599,3
473,535,3
394,565,3
682,711,3
583,729,3
581,721,3
605,679,3
580,764,3
601,754,3
667,712,3
598,788,3
616,759,3
593,785,3
459,620,3
441,682,3
422,706,3
430,646,3
485,635,3
454,660,3
458,609,3
487,654,3
504,610,3
457,700,3
578,934,3
587,930,3
663,1120,3
661,933,3
656,988,3
580,990,3
564,979,3
587,986,3
629,1075,3
628,1056,3
408,1169,2
379,1123,2
365,1156,2
470,1137,2
453,1040,2
488,1146,2
402,1081,2
414,1020,2
471,1102,2
438,1152,2
510,1342,5
413,1342,5
383,1380,5
376,1445,5
387,1477,5
464,1341,5
534,1282,5
385,1411,5
491,1325,5
375,1407,5
593,1256,1
567,1289,1
659,1258,1
563,1297,1
551,1293,1
